points,MIN_POINTS,MAX_POINTS,young,name,country,position,club,probability,points_raw,price,popularity,weekday,ID
0,0,0,False,DAMIAN MICHALIK,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,0,2.1,0.01,11,396
7.791659335,-20,6,False,TOMASZ WEŁNA,POLSKA,OBROŃCA,KOTWICA KOŁOBRZEG,0.194791483,26,1.6,0.02,11,385
25.408543854,-24,13,False,ŁUKASZ WIECH,POLSKA,OBROŃCA,ŁKS ŁÓDŹ,0.430653286,48,1.8,0.28,11,363
0,0,0,False,KAROL TUREK,POLSKA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,0,1.2,0,11,362
17.218865774,-10,13,False,ARKADIUSZ KASPERKIEWICZ,POLSKA,OBROŃCA,BRUK-BET TERMALICA NIECIECZA,0.465374751,40,1.9,0.07,11,356
6.810141509,0,6,False,RAFAŁ MIKULEC,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,17,1.7,0.05,11,334
4.566388289,-30,12,False,ŁUKASZ FURTAK,POLSKA,OBROŃCA,STAL STALOWA WOLA,0.207563104,4,1.5,0.01,11,331
0,0,3,False,IGOR SAPAŁA,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,3,1.7,0.01,11,320
3.891808201,0,5,False,ŁUKASZ GÓRA,POLSKA,OBROŃCA,RUCH CHORZÓW,0.555972600,12,1.7,0,11,306
1.189679702,7,6,False,PIOTR KRAWCZYK,POLSKA,NAPASTNIK,WISŁA PŁOCK,0.297419925,17,1.5,0,11,299
3.222731684,10,9,False,CEZARY DEMIANIUK,POLSKA,NAPASTNIK,POGOŃ SIEDLCE,0.230195120,33,1.7,0.04,11,297
1.254716981,0,7,False,JAKUB SZREK,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,15,1.7,0.03,11,294
3.244290211,0,7,False,JAKUB SZREK,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,15,1.7,0.03,11,294
5.353558657,20,9,False,DOMINIK KUN,POLSKA,POMOCNIK,WISŁA PŁOCK,0.297419925,47,2,0.21,11,288
1.626788259,10,5,False,MICHAŁ BAJDUR,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,21,1.8,0.01,11,283
10.473309686,10,9,False,SZYMON SOBCZAK,POLSKA,NAPASTNIK,ARKA GDYNIA,0.654581855,35,2.1,0.15,11,268
1.254716981,9,3,False,MAKSYMILIAN BANASZEWSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,20,1.7,0.01,11,258
3.244290211,9,3,False,MAKSYMILIAN BANASZEWSKI,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,20,1.7,0.01,11,258
0,0,2,False,MARTIN DOBROTKA,SŁOWACJA,OBROŃCA,ARKA GDYNIA,0.654581855,2,1.9,0,11,250
7.791659335,0,8,False,MAREK KOZIOŁ,POLSKA,BRAMKARZ,KOTWICA KOŁOBRZEG,0.194791483,48,1.7,0.1,11,247
2.195754717,0,8,False,ADRIAN PURZYCKI,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,22,1.7,0.01,11,241
5.677507869,0,8,False,ADRIAN PURZYCKI,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,22,1.7,0.01,11,241
0,0,0,False,PRZEMYSŁAW MYSTKOWSKI,POLSKA,POMOCNIK,GKS TYCHY,0.267973856,0,1.6,0.01,11,240
2.305841465,0,6,False,JONATHAN DE AMO,HISZPANIA,OBROŃCA,GÓRNIK ŁĘCZNA,0.461168293,11,1.7,0.02,11,227
2.433217658,9,3,False,RAFAŁ NIZIOŁEK,POLSKA,POMOCNIK,ODRA OPOLE,0.405536276,18,1.8,0.03,11,212
0.941037736,9,3,False,RAFAŁ NIZIOŁEK,POLSKA,POMOCNIK,ODRA OPOLE,0.156839623,18,1.8,0.03,11,212
7.320547164,0,7,False,MATEUSZ KUCHTA,POLSKA,BRAMKARZ,POLONIA WARSZAWA,0.271131376,34,1.7,0.02,11,198
10.950165668,0,10,False,DANIEL STANCLIK,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.521436460,31,1.8,0.08,11,194
6.585909128,0,10,False,DANIEL STANCLIK,POLSKA,NAPASTNIK,ZNICZ PRUSZKÓW,0.313614720,31,1.8,0.08,11,194
18.903068406,-10,7,False,SZYMON SZYMAŃSKI,POLSKA,OBROŃCA,RUCH CHORZÓW,0.555972600,31,1.8,0.05,11,189
3.891808201,0,7,False,MIŁOSZ KOZAK,POLSKA,POMOCNIK,RUCH CHORZÓW,0.555972600,14,2.3,0.09,11,181
0.928104575,0,2,False,PAWEŁ OLEKSY,POLSKA,OBROŃCA,STAL RZESZÓW,0.464052288,4,1.7,0.01,11,171
8.153982729,-9,10,False,PAWEŁ MOSKWIK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.313614720,27,1.8,0.07,11,169
13.557347970,-9,10,False,PAWEŁ MOSKWIK,POLSKA,OBROŃCA,ZNICZ PRUSZKÓW,0.521436460,27,1.8,0.07,11,169
9.905660377,0,6,False,BARTOSZ JAROCH,POLSKA,OBROŃCA,WISŁA KRAKÓW,0.619103774,22,1.8,0.12,11,166
0,0,0,False,PATRYK SIKORA,POLSKA,POMOCNIK,RUCH CHORZÓW,0.555972600,0,1.8,0.01,11,151
5.571933962,0,2,False,PIOTR STARZYŃSKI,POLSKA,POMOCNIK,WISŁA KRAKÓW,0.619103774,11,1.6,0.01,11,145
2.679738562,0,5,False,MATEUSZ HOŁOWNIA,POLSKA,OBROŃCA,GKS TYCHY,0.267973856,15,1.7,0,11,137
11.634368766,10,12,False,KAMIL ZAPOLNIK,POLSKA,POMOCNIK,BRUK-BET TERMALICA NIECIECZA,0.465374751,47,2,0.17,11,131
1.355656882,0,2,False,JAKUB PIĄTEK,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,7,1.7,0,11,124
13.457516340,10,9,False,ANDREJA PROKIĆ,SERBIA,POMOCNIK,STAL RZESZÓW,0.464052288,48,2.1,0.09,11,100
-0.313679245,0,2,False,MATEUSZ KAMIŃSKI,POLSKA,OBROŃCA,ODRA OPOLE,0.156839623,0,1.8,0.03,11,85
-0.811072553,0,2,False,MATEUSZ KAMIŃSKI,POLSKA,OBROŃCA,ODRA OPOLE,0.405536276,0,1.8,0.03,11,85
0,0,0,False,MATEUSZ ABRAMOWICZ,POLSKA,BRAMKARZ,MIEDŹ LEGNICA,0.577159951,0,1.7,0.01,11,82
0,0,0,False,MICHAŁ PAWLIK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.313614720,0,1.6,0.01,11,74
0,0,0,False,MICHAŁ PAWLIK,POLSKA,POMOCNIK,ZNICZ PRUSZKÓW,0.521436460,0,1.6,0.01,11,74
1.901355733,0,3,False,ROBERT MANDRYSZ,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,16,1.7,0,11,72
5.891236698,0,4,False,MICHAŁ BORECKI,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,13,1.7,0,11,64
4.582072988,0,10,False,PRZEMYSŁAW STOLC,POLSKA,OBROŃCA,ARKA GDYNIA,0.654581855,17,1.8,0.04,11,61
11.782473397,0,4,False,MICHAŁ RZUCHOWSKI,POLSKA,POMOCNIK,ARKA GDYNIA,0.654581855,22,1.8,0.02,11,45
6.236021659,0,8,False,BARTŁOMIEJ POCZOBUT,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,31,1.8,0.02,11,44
2.047613866,0,3,False,JAKUB KUZDRA,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,17,1.6,0,11,43
1.462581333,0,2,False,BARTOSZ BIEL,POLSKA,POMOCNIK,CHROBRY GŁOGÓW,0.146258133,12,1.6,0.01,11,36
3.253576518,9,5,False,NIKODEM ZAWISTOWSKI,POLSKA,POMOCNIK,POLONIA WARSZAWA,0.271131376,26,1.7,0.02,11,23
0,7,4,False,KRZYSZTOF DANIELEWICZ,POLSKA,POMOCNIK,POGOŃ SIEDLCE,0.230195120,11,1.7,0,11,17
15.583318670,0,7,False,JACEK PODGÓRSKI,POLSKA,POMOCNIK,MIEDŹ LEGNICA,0.577159951,34,1.9,0.04,11,12
0,0,0,False,MACIEJ DAMPC,POLSKA,OBROŃCA,KOTWICA KOŁOBRZEG,0.194791483,0,1.5,0.01,11,6
